,Date,Open,High,Low,Close,Adj Close,Volume
0,2017-01-03,2.609999895095825,2.659250020980835,2.484499931335449,2.5502500534057617,2.5128941535949707,1501996000
1,2017-01-04,2.5850000381469727,2.637500047683716,2.538249969482422,2.6097500324249268,2.5715229511260986,1199220000
2,2017-01-05,2.6132500171661377,2.6454999446868896,2.526249885559082,2.5434999465942383,2.506242513656616,984296000
3,2017-01-06,2.5712499618530273,2.606250047683716,2.5299999713897705,2.577500104904175,2.539745569229126,822856000
4,2017-01-09,2.5875000953674316,2.700000047683716,2.5875000953674316,2.681999921798706,2.6427149772644043,916248000
5,2017-01-10,2.6952500343322754,2.729749917984009,2.640749931335449,2.661750078201294,2.6227610111236572,880920000
6,2017-01-11,2.6500000953674316,2.6549999713897705,2.603749990463257,2.628999948501587,2.5904908180236816,525664000
7,2017-01-12,2.60575008392334,2.617500066757202,2.5404999256134033,2.5859999656677246,2.5481207370758057,625616000
8,2017-01-13,2.5899999141693115,2.625,2.5764999389648438,2.585750102996826,2.547874927520752,457820000
9,2017-01-17,2.575000047683716,2.5799999237060547,2.5142500400543213,2.527750015258789,2.490724563598633,580612000
10,2017-01-18,2.50600004196167,2.580749988555908,2.477750062942505,2.5737500190734863,2.5360498428344727,654424000
11,2017-01-19,2.5767500400543213,2.6614999771118164,2.57450008392334,2.628999948501587,2.5904908180236816,644872000
12,2017-01-20,2.6519999504089355,2.6700000762939453,2.578000068664551,2.600250005722046,2.562162399291992,492024000
13,2017-01-23,2.5950000286102295,2.6475000381469727,2.5924999713897705,2.6272499561309814,2.5887672901153564,369904000
14,2017-01-24,2.637500047683716,2.689500093460083,2.622499942779541,2.6832499504089355,2.6439456939697266,428052000
15,2017-01-25,2.726249933242798,2.7325000762939453,2.658250093460083,2.6947500705718994,2.655278205871582,522760000
16,2017-01-26,2.697499990463257,2.7487499713897705,2.6675000190734863,2.7412500381469727,2.701097011566162,458800000
17,2017-01-27,2.7482500076293945,2.7972500324249268,2.721250057220459,2.794250011444092,2.7533199787139893,471996000
18,2017-01-30,2.7730000019073486,2.77524995803833,2.6977500915527344,2.750499963760376,2.7102115154266357,496004000
19,2017-01-31,2.723750114440918,2.7512500286102295,2.7049999237060547,2.7295000553131104,2.689519166946411,362756000
20,2017-02-01,2.7644999027252197,2.8529999256134033,2.746500015258789,2.848750114440918,2.8070218563079834,590004000
21,2017-02-02,2.8324999809265137,2.8935000896453857,2.801500082015991,2.8847498893737793,2.8424947261810303,483240000
22,2017-02-03,2.8862500190734863,2.8975000381469727,2.8475000858306885,2.859499931335449,2.817614793777466,372744000
23,2017-02-06,2.8499999046325684,2.9332499504089355,2.8499999046325684,2.9327499866485596,2.88979172706604,506768000
24,2017-02-07,2.9674999713897705,3.0230000019073486,2.947499990463257,2.978250026702881,2.9346256256103516,746224000
25,2017-02-08,2.9600000381469727,2.9827499389648438,2.9094998836517334,2.965250015258789,2.9218156337738037,449580000
26,2017-02-09,2.9714999198913574,2.9765000343322754,2.890000104904175,2.9094998836517334,2.866881847381592,842568000
27,2017-02-10,2.9982500076293945,3.0174999237060547,2.815000057220459,2.8405001163482666,2.7988932132720947,1651092000
28,2017-02-13,2.834749937057495,2.8494999408721924,2.7049999237060547,2.7095000743865967,2.669811487197876,1180724000
29,2017-02-14,2.6997499465942383,2.7537500858306885,2.657249927520752,2.7195000648498535,2.6796650886535645,850632000
30,2017-02-15,2.7225000858306885,2.744999885559082,2.694000005722046,2.7249999046325684,2.685084819793701,373020000
31,2017-02-16,2.7347500324249268,2.7360000610351562,2.6414999961853027,2.6812500953674316,2.6419756412506104,647176000
32,2017-02-17,2.6675000190734863,2.6852500438690186,2.6197500228881836,2.6807498931884766,2.6414828300476074,563740000
33,2017-02-21,2.705749988555908,2.780750036239624,2.7054998874664307,2.776750087738037,2.736076593399048,551952000
34,2017-02-22,2.7855000495910645,2.7950000762939453,2.7497498989105225,2.7690000534057617,2.7318835258483887,433772000
35,2017-02-23,2.637500047683716,2.659749984741211,2.492000102996826,2.5122499465942383,2.478574752807617,1592888000
36,2017-02-24,2.4267499446868896,2.549999952316284,2.3924999237060547,2.5364999771118164,2.5025007724761963,1029904000
37,2017-02-27,2.555000066757202,2.625499963760376,2.5390000343322754,2.6102499961853027,2.575261354446411,715400000
38,2017-02-28,2.619999885559082,2.630000114440918,2.5195000171661377,2.5369999408721924,2.5029938220977783,625360000
39,2017-03-01,2.594749927520752,2.609250068664551,2.527750015258789,2.5697500705718994,2.535304069519043,504804000
40,2017-03-02,2.5567500591278076,2.571000099182129,2.472249984741211,2.4749999046325684,2.4418246746063232,754332000
41,2017-03-03,2.464250087738037,2.469249963760376,2.4054999351501465,2.460750102996826,2.427765369415283,864692000
42,2017-03-06,2.4240000247955322,2.452500104904175,2.3792500495910645,2.4417500495910645,2.40902042388916,883568000
43,2017-03-07,2.4417500495910645,2.4882500171661377,2.4287500381469727,2.4684998989105225,2.435410737991333,603400000
44,2017-03-08,2.5174999237060547,2.5325000286102295,2.461750030517578,2.4639999866485596,2.4309725761413574,638712000
45,2017-03-09,2.4477500915527344,2.4862499237060547,2.434999942779541,2.4635000228881836,2.430478572845459,478060000
46,2017-03-10,2.4902501106262207,2.5022499561309814,2.4595000743865967,2.4779999256134033,2.44478440284729,499740000
47,2017-03-13,2.4885001182556152,2.5562500953674316,2.4877500534057617,2.546250104904175,2.512119770050049,774136000
48,2017-03-14,2.5592501163482666,2.5687499046325684,2.5117499828338623,2.5445001125335693,2.510392904281616,522016000
49,2017-03-15,2.5562500953674316,2.5747499465942383,2.507999897003174,2.5637500286102295,2.5293846130371094,615036000
50,2017-03-16,2.57450008392334,2.595750093460083,2.5602500438690186,2.595249891281128,2.560462236404419,523100000
51,2017-03-17,2.61299991607666,2.6530001163482666,2.595249891281128,2.651750087738037,2.6162056922912598,1119688000
52,2017-03-20,2.6695001125335693,2.7402501106262207,2.653249979019165,2.7362499237060547,2.6995725631713867,748568000
53,2017-03-21,2.71875,2.749000072479248,2.6397500038146973,2.647749900817871,2.612258195877075,913484000
54,2017-03-22,2.6364998817443848,2.7065000534057617,2.632499933242798,2.7017500400543213,2.6655352115631104,616764000
55,2017-03-23,2.6937499046325684,2.7139999866485596,2.6675000190734863,2.6772499084472656,2.6413626670837402,533940000
56,2017-03-24,2.724250078201294,2.7322499752044678,2.6605000495910645,2.6867499351501465,2.650735378265381,439500000
57,2017-03-27,2.6394999027252197,2.710249900817871,2.5894999504089355,2.706249952316284,2.6699743270874023,506644000
58,2017-03-28,2.7074999809265137,2.722249984741211,2.6817500591278076,2.6922500133514404,2.6561617851257324,432444000
59,2017-03-29,2.6997499465942383,2.712249994277954,2.6812500953674316,2.683500051498413,2.6475300788879395,349992000
60,2017-03-30,2.6907498836517334,2.75,2.684999942779541,2.734999895095825,2.6983394622802734,525532000
61,2017-03-31,2.725250005722046,2.7472500801086426,2.7100000381469727,2.723249912261963,2.6867475509643555,440808000
62,2017-04-03,2.723750114440918,2.7412500381469727,2.685499906539917,2.7095000743865967,2.6731810569763184,445232000
63,2017-04-04,2.5850000381469727,2.6105000972747803,2.508500099182129,2.5195000171661377,2.4857280254364014,1271280000
64,2017-04-05,2.500499963760376,2.5592501163482666,2.487499952316284,2.5007500648498535,2.4672296047210693,747048000
65,2017-04-06,2.50600004196167,2.53125,2.460249900817871,2.5190000534057617,2.4852349758148193,635120000
66,2017-04-07,2.5255000591278076,2.54325008392334,2.493000030517578,2.5082499980926514,2.474628210067749,429068000
67,2017-04-10,2.509000062942505,2.515749931335449,2.440000057220459,2.4442501068115234,2.411486864089966,756332000
68,2017-04-11,2.413749933242798,2.4725000858306885,2.408750057220459,2.453000068664551,2.4201197624206543,618148000
69,2017-04-12,2.453000068664551,2.4674999713897705,2.427500009536743,2.4327499866485596,2.4001410007476807,414092000
70,2017-04-13,2.408250093460083,2.4302499294281006,2.3872499465942383,2.3872499465942383,2.355250597000122,506892000
71,2017-04-17,2.40024995803833,2.4809999465942383,2.3949999809265137,2.48075008392334,2.4474973678588867,497292000
72,2017-04-18,2.466249942779541,2.4885001182556152,2.440000057220459,2.4822499752044678,2.448976516723633,370116000
73,2017-04-19,2.5,2.5244998931884766,2.4852499961853027,2.492000102996826,2.45859694480896,380828000
74,2017-04-20,2.5067501068115234,2.536250114440918,2.4852499961853027,2.5315001010894775,2.4975671768188477,404016000
75,2017-04-21,2.5209999084472656,2.5447499752044678,2.509000062942505,2.5420000553131104,2.5079267024993896,341896000
76,2017-04-24,2.5739998817443848,2.5869998931884766,2.5527501106262207,2.5737500190734863,2.539250612258911,371820000
77,2017-04-25,2.5885000228881836,2.6332499980926514,2.5667500495910645,2.618499994277954,2.5834012031555176,388440000
78,2017-04-26,2.6322500705718994,2.6347498893737793,2.5985000133514404,2.6005001068115234,2.5656423568725586,327004000
79,2017-04-27,2.6080000400543213,2.6494998931884766,2.589750051498413,2.6410000324249268,2.6055996417999268,319700000
80,2017-04-28,2.634000062942505,2.6410000324249268,2.601749897003174,2.6075000762939453,2.5725488662719727,348248000
81,2017-05-01,2.618499994277954,2.671250104904175,2.6112499237060547,2.6659998893737793,2.630263566970825,307732000
82,2017-05-02,2.6387500762939453,2.640000104904175,2.563999891281128,2.5869998931884766,2.552323341369629,629972000
83,2017-05-03,2.5799999237060547,2.615999937057495,2.565000057220459,2.606250047683716,2.5713155269622803,336904000
84,2017-05-04,2.612499952316284,2.6237499713897705,2.588249921798706,2.596250057220459,2.5614490509033203,209788000
85,2017-05-05,2.5845000743865967,2.603749990463257,2.5687499046325684,2.5964999198913574,2.5616955757141113,228428000
86,2017-05-08,2.6085000038146973,2.609999895095825,2.5577499866485596,2.5692501068115234,2.534810781478882,365240000
87,2017-05-09,2.575000047683716,2.6232500076293945,2.566499948501587,2.573499917984009,2.53900408744812,847672000
88,2017-05-10,2.8572499752044678,3.0455000400543213,2.8505001068115234,3.032249927520752,2.991605281829834,2129096000
89,2017-05-11,3.0012500286102295,3.2607500553131104,2.9977500438690186,3.1624999046325684,3.1201088428497314,1939792000
90,2017-05-12,3.165750026702881,3.240000009536743,3.1445000171661377,3.1972498893737793,3.1543924808502197,962620000
91,2017-05-15,3.239000082015991,3.3602499961853027,3.234499931335449,3.3577499389648438,3.312742233276367,1087540000
92,2017-05-16,3.4094998836517334,3.436000108718872,3.3340001106262207,3.4202499389648438,3.374403953552246,1120700000
93,2017-05-17,3.3524999618530273,3.371500015258789,3.1887500286102295,3.193000078201294,3.150200605392456,1271368000
94,2017-05-18,3.237499952316284,3.335750102996826,3.1762499809265137,3.3267500400543213,3.2821576595306396,1156032000
95,2017-05-19,3.4257500171661377,3.4554998874664307,3.380500078201294,3.4000000953674316,3.3579587936401367,1018372000
96,2017-05-22,3.4442501068115234,3.486999988555908,3.4332499504089355,3.4725000858306885,3.4295618534088135,836608000
97,2017-05-23,3.492500066757202,3.4947500228881836,3.3927500247955322,3.4257500171661377,3.383389472961426,681248000
98,2017-05-24,3.5239999294281006,3.526750087738037,3.4519999027252197,3.464250087738037,3.421414375305176,815996000
99,2017-05-25,3.5,3.5007500648498535,3.4110000133514404,3.4565000534057617,3.413759708404541,608228000
100,2017-05-26,3.4482500553131104,3.631999969482422,3.4277501106262207,3.5460000038146973,3.502153158187866,779140000
101,2017-05-30,3.5924999713897705,3.657249927520752,3.5762500762939453,3.6217501163482666,3.5769662857055664,989652000
102,2017-05-31,3.667249917984009,3.674999952316284,3.5512499809265137,3.608750104904175,3.5641274452209473,887316000
103,2017-06-01,3.6247498989105225,3.6257500648498535,3.562999963760376,3.6089999675750732,3.5643739700317383,503340000
104,2017-06-02,3.6059999465942383,3.632499933242798,3.5850000381469727,3.5910000801086426,3.546596050262451,487456000
105,2017-06-05,3.57450008392334,3.713249921798706,3.5627501010894775,3.7002499103546143,3.6544952392578125,817376000
106,2017-06-06,3.695499897003174,3.7422499656677246,3.6700000762939453,3.683500051498413,3.6379523277282715,758728000
107,2017-06-07,3.708250045776367,3.746999979019165,3.692500114440918,3.7279999256134033,3.6819024085998535,612612000
108,2017-06-08,3.8364999294281006,4.0,3.7947499752044678,3.998500108718872,3.9490578174591064,1161744000
109,2017-06-09,4.118500232696533,4.212500095367432,3.5687499046325684,3.740000009536743,3.6937544345855713,3692928000
110,2017-06-12,3.6470000743865967,3.7925000190734863,3.5527501106262207,3.7492499351501465,3.7028892040252686,1697532000
111,2017-06-13,3.859999895095825,3.8692500591278076,3.641249895095825,3.7850000858306885,3.7381978034973145,1672504000
112,2017-06-14,3.7880001068115234,3.8515000343322754,3.7125000953674316,3.7929999828338623,3.746098756790161,1184640000
113,2017-06-15,3.6740000247955322,3.8399999141693115,3.6624999046325684,3.8092501163482666,3.7621476650238037,963824000
114,2017-06-16,3.819000005722046,3.867500066757202,3.75600004196167,3.7904999256134033,3.7436299324035645,924960000
115,2017-06-19,3.835249900817871,3.9382500648498535,3.8315000534057617,3.933000087738037,3.8843672275543213,778176000
116,2017-06-20,3.975749969482422,4.043499946594238,3.9230000972747803,3.9272499084472656,3.878688335418701,1095444000
117,2017-06-21,3.9552500247955322,3.990499973297119,3.8924999237060547,3.9867498874664307,3.937453031539917,682652000
118,2017-06-22,3.994999885559082,4.008500099182129,3.934999942779541,3.959249973297119,3.9102935791015625,469132000
119,2017-06-23,3.9670000076293945,3.9830000400543213,3.8304998874664307,3.845750093460083,3.7981960773468018,1088588000
120,2017-06-26,3.878999948501587,3.9149999618530273,3.708250045776367,3.8037500381469727,3.756715774536133,1063960000
121,2017-06-27,3.7860000133514404,3.7947499752044678,3.658750057220459,3.6644999980926514,3.619187593460083,999492000
122,2017-06-28,3.7330000400543213,3.7985000610351562,3.643749952316284,3.793750047683716,3.7468392848968506,994948000
123,2017-06-29,3.765000104904175,3.7679998874664307,3.6019999980926514,3.6670000553131104,3.6216564178466797,1064424000
124,2017-06-30,3.684499979019165,3.6982500553131104,3.5875000953674316,3.614000082015991,3.569312334060669,731060000
125,2017-07-03,3.6262500286102295,3.641249895095825,3.4644999504089355,3.4832499027252197,3.440178871154785,709072000
126,2017-07-05,3.547499895095825,3.6054999828338623,3.528249979019165,3.5762500762939453,3.532029867172241,820188000
127,2017-07-06,3.546750068664551,3.634500026702881,3.49399995803833,3.5869998931884766,3.542645215988159,746284000
128,2017-07-07,3.6445000171661377,3.6875,3.6212499141693115,3.6689999103546143,3.6236324310302734,654972000
129,2017-07-10,3.743499994277954,3.8499999046325684,3.7170000076293945,3.8424999713897705,3.7949862480163574,958492000
130,2017-07-11,3.846250057220459,3.904750108718872,3.8037500381469727,3.8970000743865967,3.8488128185272217,757956000
131,2017-07-12,3.9574999809265137,4.074999809265137,3.9140000343322754,4.062749862670898,4.01251220703125,1145208000
132,2017-07-13,4.074999809265137,4.15749979019165,3.96875,4.015749931335449,3.966094732284546,1369132000
133,2017-07-14,4.032249927520752,4.125249862670898,4.02524995803833,4.12375020980835,4.072758197784424,941948000
134,2017-07-17,4.158249855041504,4.1875,4.043749809265137,4.106249809265137,4.055473804473877,930792000
135,2017-07-18,4.04449987411499,4.163750171661377,4.03249979019165,4.14900016784668,4.097696781158447,776640000
136,2017-07-19,4.158249855041504,4.184999942779541,4.115250110626221,4.127500057220459,4.076462268829346,687044000
137,2017-07-20,4.148250102996826,4.187749862670898,4.097750186920166,4.1875,4.135720252990723,699596000
138,2017-07-21,4.166749954223633,4.232500076293945,4.152249813079834,4.202499866485596,4.150535583496094,648332000
139,2017-07-24,4.209750175476074,4.2195000648498535,4.14300012588501,4.153749942779541,4.10238790512085,652524000
140,2017-07-25,4.130499839782715,4.148250102996826,4.0894999504089355,4.133749961853027,4.082635402679443,496556000
141,2017-07-26,4.191999912261963,4.2482500076293945,4.146249771118164,4.18149995803833,4.129795551300049,640404000
142,2017-07-27,4.20674991607666,4.218500137329102,3.938999891281128,4.043499946594238,3.993499755859375,782856000
143,2017-07-28,4.00724983215332,4.134500026702881,3.9820001125335693,4.109749794006348,4.058931827545166,513348000
144,2017-07-31,4.123499870300293,4.159999847412109,4.015500068664551,4.062749862670898,4.01251220703125,559672000
145,2017-08-01,4.053249835968018,4.113999843597412,4.025000095367432,4.112249851226807,4.061400890350342,431384000
146,2017-08-02,4.143750190734863,4.147749900817871,4.031750202178955,4.109749794006348,4.058931827545166,478444000
147,2017-08-03,4.109250068664551,4.165750026702881,4.0920000076293945,4.1620001792907715,4.110537528991699,442420000
148,2017-08-04,4.184999942779541,4.2517499923706055,4.1620001792907715,4.18025016784668,4.128559112548828,589096000
149,2017-08-07,4.209750175476074,4.3092498779296875,4.199999809265137,4.308750152587891,4.255471706390381,717412000
150,2017-08-08,4.347249984741211,4.363999843597412,4.217750072479248,4.257500171661377,4.2048540115356445,755336000
151,2017-08-09,4.210750102996826,4.30525016784668,4.1917500495910645,4.302750110626221,4.249546527862549,530784000
152,2017-08-10,4.303999900817871,4.316500186920166,4.108250141143799,4.118500232696533,4.067573547363281,1328088000
153,2017-08-11,3.928499937057495,3.9749999046325684,3.8227500915527344,3.8989999294281006,3.8507885932922363,1497196000
154,2017-08-14,3.9917500019073486,4.213749885559082,3.9800000190734863,4.210000038146973,4.157943248748779,1279020000
155,2017-08-15,4.215250015258789,4.2417497634887695,4.139750003814697,4.174499988555908,4.122880935668945,764532000
156,2017-08-16,4.1897501945495605,4.213500022888184,4.0960001945495605,4.128749847412109,4.077696800231934,596632000
157,2017-08-17,4.120250225067139,4.137499809265137,4.0345001220703125,4.036749839782715,3.9868338108062744,525444000
158,2017-08-18,4.091750144958496,4.109000205993652,3.990999937057495,4.037499904632568,3.9875760078430176,601204000
159,2017-08-21,4.062250137329102,4.073750019073486,3.9342501163482666,3.978749990463257,3.9295520782470703,623672000
160,2017-08-22,4.012249946594238,4.06974983215332,3.9927499294281006,4.06374979019165,4.017034530639648,450456000
161,2017-08-23,4.03000020980835,4.15625,4.021249771118164,4.144999980926514,4.097350597381592,579520000
162,2017-08-24,4.177499771118164,4.182000160217285,4.103000164031982,4.129749774932861,4.082274913787842,469700000
163,2017-08-25,4.154250144958496,4.1645002365112305,4.088749885559082,4.095250129699707,4.048172950744629,357200000
164,2017-08-28,4.114500045776367,4.127500057220459,4.0582499504089355,4.1242499351501465,4.076838970184326,389496000
165,2017-08-29,4.0647501945495605,4.139500141143799,4.05649995803833,4.117499828338623,4.07016658782959,324096000
166,2017-08-30,4.137499809265137,4.153250217437744,4.106750011444092,4.142000198364258,4.094384670257568,384400000
167,2017-08-31,4.162499904632568,4.239999771118164,4.15500020980835,4.236000061035156,4.1873040199279785,612684000
168,2017-09-01,4.24875020980835,4.297500133514404,4.239999771118164,4.261499881744385,4.2125115394592285,445432000
169,2017-09-05,4.209499835968018,4.2144999504089355,4.089000225067139,4.147749900817871,4.100069522857666,695364000
170,2017-09-06,4.181000232696533,4.195000171661377,4.110000133514404,4.145249843597412,4.097598552703857,397672000
171,2017-09-07,4.16225004196167,4.197249889373779,4.12375020980835,4.1645002365112305,4.116627216339111,352868000
172,2017-09-08,4.152750015258789,4.167749881744385,4.067749977111816,4.092249870300293,4.045206546783447,498856000
173,2017-09-11,4.138500213623047,4.235750198364258,4.132999897003174,4.224999904632568,4.176428318023682,567444000
174,2017-09-12,4.25,4.25,4.17425012588501,4.240250110626221,4.191504955291748,411488000
175,2017-09-13,4.214749813079834,4.28849983215332,4.182000160217285,4.259250164031982,4.210287094116211,580960000
176,2017-09-14,4.219749927520752,4.314000129699707,4.195000171661377,4.235000133514404,4.18631649017334,513712000
177,2017-09-15,4.321499824523926,4.502749919891357,4.316249847412109,4.502749919891357,4.450987339019775,1364792000
178,2017-09-18,4.628499984741211,4.78000020980835,4.621500015258789,4.68874979019165,4.6348490715026855,1684460000
179,2017-09-19,4.637750148773193,4.746250152587891,4.615499973297119,4.683750152587891,4.62990665435791,874280000
180,2017-09-20,4.6875,4.735499858856201,4.605249881744385,4.645999908447266,4.592591285705566,724920000
181,2017-09-21,4.540999889373779,4.567500114440918,4.440249919891357,4.519000053405762,4.4670515060424805,1075600000
182,2017-09-22,4.507500171661377,4.557750225067139,4.465000152587891,4.474999904632568,4.423558235168457,491232000
183,2017-09-25,4.443749904632568,4.445000171661377,4.254000186920166,4.275000095367432,4.225856781005859,874580000
184,2017-09-26,4.411250114440918,4.4670000076293945,4.258749961853027,4.298999786376953,4.249579429626465,1125620000
185,2017-09-27,4.390500068664551,4.406750202178955,4.318749904632568,4.393249988555908,4.342745780944824,713720000
186,2017-09-28,4.4004998207092285,4.4045000076293945,4.343999862670898,4.392000198364258,4.341511249542236,435244000
187,2017-09-29,4.4770002365112305,4.493249893188477,4.431250095367432,4.469250202178955,4.417873382568359,619092000
188,2017-10-02,4.519999980926514,4.549499988555908,4.425000190734863,4.474999904632568,4.423558235168457,503480000
189,2017-10-03,4.481249809265137,4.514500141143799,4.439499855041504,4.484250068664551,4.43270206451416,390332000
190,2017-10-04,4.490499973297119,4.544250011444092,4.453499794006348,4.521749973297119,4.469769477844238,427848000
191,2017-10-05,4.546500205993652,4.550000190734863,4.488999843597412,4.51924991607666,4.467299461364746,437364000
192,2017-10-06,4.491250038146973,4.546000003814697,4.474999904632568,4.53249979019165,4.480395317077637,318800000
193,2017-10-09,4.56974983215332,4.66825008392334,4.550749778747559,4.634749889373779,4.581470489501953,563492000
194,2017-10-10,4.785749912261963,4.823750019073486,4.68149995803833,4.723249912261963,4.668953895568848,974876000
195,2017-10-11,4.739999771118164,4.775000095367432,4.69350004196167,4.773499965667725,4.718625545501709,529508000
196,2017-10-12,4.7769999504089355,4.827250003814697,4.7482500076293945,4.775750160217285,4.720850467681885,528292000
197,2017-10-13,4.838749885559082,4.875,4.791250228881836,4.864749908447266,4.8088274002075195,628728000
198,2017-10-16,4.894999980926514,4.951250076293945,4.830999851226807,4.948249816894531,4.891366004943848,576640000
199,2017-10-17,4.927249908447266,4.972499847412109,4.908750057220459,4.943749904632568,4.886917591094971,478596000
200,2017-10-18,4.952750205993652,4.953499794006348,4.833000183105469,4.939499855041504,4.882717609405518,567316000
201,2017-10-19,4.861000061035156,4.949999809265137,4.81125020980835,4.945000171661377,4.888154029846191,570772000
202,2017-10-20,4.962250232696533,4.989749908447266,4.91349983215332,4.922500133514404,4.865912437438965,451620000
203,2017-10-23,4.944499969482422,4.971250057220459,4.894999980926514,4.915500164031982,4.8589935302734375,428696000
204,2017-10-24,4.924749851226807,4.96875,4.898499965667725,4.9670000076293945,4.909901142120361,407244000
205,2017-10-25,4.927000045776367,4.980500221252441,4.779250144958496,4.8414998054504395,4.785842418670654,828160000
206,2017-10-26,4.869500160217285,4.9039998054504395,4.845250129699707,4.892250061035156,4.836010456085205,322744000
207,2017-10-27,4.945000171661377,5.046750068664551,4.918749809265137,5.046500205993652,4.988487243652344,572192000
208,2017-10-30,5.046500205993652,5.152249813079834,5.0304999351501465,5.0960001945495605,5.037418365478516,504056000
209,2017-10-31,5.1282501220703125,5.197249889373779,5.122499942779541,5.170249938964844,5.110814571380615,411908000
210,2017-11-01,5.233749866485596,5.2492499351501465,5.114999771118164,5.179999828338623,5.120451927185059,502576000
211,2017-11-02,5.150000095367432,5.195250034332275,5.091249942779541,5.148499965667725,5.0893144607543945,342308000
212,2017-11-03,5.179999828338623,5.217249870300293,5.133500099182129,5.217249870300293,5.157273769378662,353640000
213,2017-11-06,5.179999828338623,5.249499797821045,5.167500019073486,5.240749835968018,5.1805033683776855,389944000
214,2017-11-07,5.263750076293945,5.322500228881836,5.251500129699707,5.300749778747559,5.2398152351379395,427700000
215,2017-11-08,5.296249866485596,5.300000190734863,5.181000232696533,5.229000091552734,5.168887138366699,522988000
216,2017-11-09,5.131750106811523,5.158249855041504,5.009250164031982,5.132999897003174,5.073991775512695,978564000
217,2017-11-10,5.327000141143799,5.466750144958496,5.290750026702881,5.403500080108643,5.3413825035095215,1253256000
218,2017-11-13,5.403500080108643,5.4292497634887695,5.300250053405762,5.3157501220703125,5.254641056060791,582376000
219,2017-11-14,5.324999809265137,5.369999885559082,5.280749797821045,5.354499816894531,5.292944431304932,529292000
220,2017-11-15,5.298749923706055,5.300000190734863,5.195000171661377,5.249499797821045,5.18915319442749,501948000
221,2017-11-16,5.32450008392334,5.355000019073486,5.28125,5.290249824523926,5.229434967041016,441768000
222,2017-11-17,5.3480000495910645,5.383749961853027,5.268750190734863,5.283999919891357,5.223256587982178,515664000
223,2017-11-20,5.299749851226807,5.364250183105469,5.262499809265137,5.3520002365112305,5.290475845336914,396100000
224,2017-11-21,5.392250061035156,5.413000106811523,5.360000133514404,5.401249885559082,5.339158058166504,399176000
225,2017-11-22,5.425000190734863,5.425000190734863,5.340250015258789,5.3732500076293945,5.31517219543457,356640000
226,2017-11-24,5.389750003814697,5.425000190734863,5.364999771118164,5.423999786376953,5.365372657775879,180752000
227,2017-11-27,5.432750225067139,5.434000015258789,5.350249767303467,5.353499889373779,5.2956366539001465,422896000
228,2017-11-28,5.358749866485596,5.368249893188477,5.205999851226807,5.267749786376953,5.21081018447876,512752000
229,2017-11-29,5.250249862670898,5.252999782562256,4.780749797821045,4.9105000495910645,4.857423782348633,1396788000
230,2017-11-30,4.980000019073486,5.066999912261963,4.916250228881836,5.017749786376953,4.9635138511657715,823768000
231,2017-12-01,4.982749938964844,5.0032501220703125,4.8117499351501465,4.941999912261963,4.888582229614258,811548000
232,2017-12-04,5.00124979019165,5.007500171661377,4.612500190734863,4.666500091552734,4.616060256958008,1240844000
233,2017-12-05,4.559999942779541,4.817500114440918,4.514500141143799,4.69350004196167,4.642768383026123,981488000
234,2017-12-06,4.642499923706055,4.753499984741211,4.620999813079834,4.731500148773193,4.680357933044434,467032000
235,2017-12-07,4.798999786376953,4.840000152587891,4.752999782562256,4.799749851226807,4.747869491577148,542600000
236,2017-12-08,4.850249767303467,4.869500160217285,4.778749942779541,4.78725004196167,4.7355055809021,466876000
237,2017-12-11,4.801499843597412,4.869500160217285,4.7855000495910645,4.866499900817871,4.813896656036377,372748000
238,2017-12-12,4.822500228881836,4.8460001945495605,4.747250080108643,4.770999908447266,4.719431400299072,455016000
239,2017-12-13,4.8125,4.81374979019165,4.646999835968018,4.6545000076293945,4.604189395904541,554280000
240,2017-12-14,4.6479997634887695,4.733500003814697,4.614999771118164,4.661749839782715,4.611360549926758,438164000
241,2017-12-15,4.706250190734863,4.809500217437744,4.640500068664551,4.789000034332275,4.737236499786377,670036000
242,2017-12-18,4.829999923706055,4.950500011444092,4.800000190734863,4.947500228881836,4.894022464752197,477704000
243,2017-12-19,4.938000202178955,4.9432501792907715,4.874000072479248,4.902750015258789,4.849756717681885,373100000
244,2017-12-20,4.942500114440918,4.951749801635742,4.863749980926514,4.920000076293945,4.866820335388184,288820000
245,2017-12-21,4.923500061035156,4.948750019073486,4.888750076293945,4.897250175476074,4.844315528869629,300904000
246,2017-12-22,4.860000133514404,4.891250133514404,4.78125,4.881750106811523,4.828983783721924,466276000
247,2017-12-26,4.82574987411499,4.943749904632568,4.795499801635742,4.935999870300293,4.882647514343262,355080000
248,2017-12-27,4.922500133514404,4.9992499351501465,4.907750129699707,4.9292497634887695,4.8759684562683105,329488000
249,2017-12-28,4.953249931335449,4.984499931335449,4.928750038146973,4.934999942779541,4.881657123565674,240248000
250,2017-12-29,4.96150016784668,4.96150016784668,4.837500095367432,4.837500095367432,4.785211086273193,279964000
